"Country or Area","Year","Sex","Age","Value","Value Footnotes"
"United States of America","1997","Female","33","2156968",""
"United States of America","1997","Female","34","2258239",""
"United States of America","1997","Female","35","2287448",""
"United States of America","1997","Female","35 - 39","11338341","3,4"
"United States of America","1997","Female","36","2254320",""
"United States of America","1997","Female","37","2291640",""
"United States of America","1997","Female","38","2136592",""
"United States of America","1997","Female","39","2368341",""
"United States of America","1997","Female","40","2301780",""
"United States of America","1997","Female","40 - 44","10776762","3,4"
"United States of America","1997","Female","41","2174778",""
"United States of America","1997","Female","42","2145275",""
"United States of America","1997","Female","43","2078341",""
"United States of America","1997","Female","44","2076588",""
"United States of America","1997","Female","45","1999580",""
"United States of America","1997","Female","45 - 49","9396051","3,4"
"United States of America","1997","Female","46","1867864",""
"United States of America","1997","Female","47","1876013",""
"United States of America","1997","Female","48","1748850",""
"United States of America","1997","Female","49","1903744",""
"United States of America","1997","Female","50","1986464",""
"United States of America","1997","Female","50 - 54","7779817","3,4"
"United States of America","1997","Female","51","1398075",""
"United States of America","1997","Female","52","1423663",""
"United States of America","1997","Female","53","1437385",""
"United States of America","1997","Female","54","1534230",""
"United States of America","1997","Female","55","1312727",""
"United States of America","1997","Female","55 - 59","6111256","3,4"
"United States of America","1997","Female","56","1267548",""
"United States of America","1997","Female","57","1225329",""
"United States of America","1997","Female","58","1129653",""
"United States of America","1997","Female","59","1175999",""
"United States of America","1997","Female","60","1101851",""
"United States of America","1997","Female","60 - 64","5311144","3,4"
"United States of America","1997","Female","61","1067417",""
"United States of America","1997","Female","62","1080587",""
"United States of America","1997","Female","63","1012006",""
"United States of America","1997","Female","64","1049283",""
"United States of America","1997","Female","65","1048317",""
"United States of America","1997","Female","65 - 69","5301105","3,4"
"United States of America","1997","Female","66","1076839",""
"United States of America","1997","Female","67","1070108",""
"United States of America","1997","Female","68","1031782",""
"United States of America","1997","Female","69","1074059",""
"United States of America","1997","Female","70","1032504",""
"United States of America","1997","Female","70 - 74","4928622","3,4"
"United States of America","1997","Female","71","1003084",""
"United States of America","1997","Female","72","1004401",""
"United States of America","1997","Female","73","957942",""
"United States of America","1997","Female","74","930691",""
"United States of America","1997","Female","75","932909",""
"United States of America","1997","Female","75 - 79","4148033","3,4"
"United States of America","1997","Female","76","883750",""
"United States of America","1997","Female","77","811937",""
"United States of America","1997","Female","78","784940",""
"United States of America","1997","Female","79","734497",""
"United States of America","1997","Female","80","667267",""
"United States of America","1997","Female","80 - 84","2928864","3,4"
"United States of America","1997","Female","81","625800",""
"United States of America","1997","Female","82","586946",""
"United States of America","1997","Female","83","546015",""
"United States of America","1997","Female","84","502836",""
"United States of America","1997","Female","85","419349",""
"United States of America","1997","Female","85 - 89","1688741","3,4"
"United States of America","1997","Female","86","379435",""
"United States of America","1997","Female","87","336159",""
"United States of America","1997","Female","88","295181",""
"United States of America","1997","Female","89","258617",""
"United States of America","1997","Female","90","217464",""
"United States of America","1997","Female","90 - 99","1021177","3,4"
"United States of America","1997","Female","91","183696",""
"United States of America","1997","Female","92","159252",""
"United States of America","1997","Female","93","126703",""
"United States of America","1997","Female","94","99668",""
"United States of America","1997","Female","95","73942",""
"United States of America","1997","Female","96","63565",""
"United States of America","1997","Female","97","44266",""
"United States of America","1997","Female","98","30616",""
"United States of America","1997","Female","99","22005",""
"United States of America","1997","Female","100 +","49520",""
"United States of America","1997","Female","Unknown","0",""
"United States of America","1996","Both Sexes","Total","265284000",""
"United States of America","1996","Both Sexes","0","3769000",""
"United States of America","1996","Both Sexes","1","3785000",""
"United States of America","1996","Both Sexes","1 - 4","15517000","3,4"
"United States of America","1996","Both Sexes","2","3828000",""
"United States of America","1996","Both Sexes","3","3885000",""
"United States of America","1996","Both Sexes","4","4019000",""
"United States of America","1996","Both Sexes","5","4046000",""
"United States of America","1996","Both Sexes","5 - 9","19440000","3,4"
"United States of America","1996","Both Sexes","6","4020000",""
"United States of America","1996","Both Sexes","7","3876000",""
"United States of America","1996","Both Sexes","8","3645000",""
"United States of America","1996","Both Sexes","9","3853000",""
"United States of America","1996","Both Sexes","10","3862000",""
"United States of America","1996","Both Sexes","10 - 14","18981000","3,4"
"United States of America","1996","Both Sexes","11","3798000",""
"United States of America","1996","Both Sexes","12","3688000",""
"United States of America","1996","Both Sexes","13","3803000",""
"United States of America","1996","Both Sexes","14","3830000",""
"United States of America","1996","Both Sexes","15","3789000",""
"United States of America","1996","Both Sexes","15 - 19","18662000","3,4"
"United States of America","1996","Both Sexes","16","3822000",""
"United States of America","1996","Both Sexes","17","3729000",""
"United States of America","1996","Both Sexes","18","3570000",""
"United States of America","1996","Both Sexes","19","3752000",""
"United States of America","1996","Both Sexes","20","3571000",""
"United States of America","1996","Both Sexes","20 - 24","17559000","3,4"
"United States of America","1996","Both Sexes","21","3545000",""
"United States of America","1996","Both Sexes","22","3369000",""
"United States of America","1996","Both Sexes","23","3403000",""
"United States of America","1996","Both Sexes","24","3671000",""
"United States of America","1996","Both Sexes","25","3893000",""
"United States of America","1996","Both Sexes","25 - 29","19007000","3,4"
"United States of America","1996","Both Sexes","26","3860000",""
"United States of America","1996","Both Sexes","27","3772000",""
"United States of America","1996","Both Sexes","28","3521000",""
"United States of America","1996","Both Sexes","29","3961000",""
"United States of America","1996","Both Sexes","30","3980000",""
"United States of America","1996","Both Sexes","30 - 34","21361000","3,4"
"United States of America","1996","Both Sexes","31","4124000",""
"United States of America","1996","Both Sexes","32","4295000",""
"United States of America","1996","Both Sexes","33","4357000",""
"United States of America","1996","Both Sexes","34","4605000",""
"United States of America","1996","Both Sexes","35","4585000",""
"United States of America","1996","Both Sexes","35 - 39","22578000","3,4"
"United States of America","1996","Both Sexes","36","4518000",""
"United States of America","1996","Both Sexes","37","4502000",""
"United States of America","1996","Both Sexes","38","4255000",""
"United States of America","1996","Both Sexes","39","4718000",""
"United States of America","1996","Both Sexes","40","4402000",""
"United States of America","1996","Both Sexes","40 - 44","20817000","3,4"
"United States of America","1996","Both Sexes","41","4264000",""
"United States of America","1996","Both Sexes","42","4136000",""
"United States of America","1996","Both Sexes","43","3977000",""
"United States of America","1996","Both Sexes","44","4038000",""
"United States of America","1996","Both Sexes","45","3778000",""
"United States of America","1996","Both Sexes","45 - 49","18436000","3,4"
"United States of America","1996","Both Sexes","46","3641000",""
"United States of America","1996","Both Sexes","47","3599000",""
"United States of America","1996","Both Sexes","48","3413000",""
"United States of America","1996","Both Sexes","49","4005000",""
"United States of America","1996","Both Sexes","50","2830000",""
"United States of America","1996","Both Sexes","50 - 54","13934000","3,4"
"United States of America","1996","Both Sexes","51","2789000",""
"United States of America","1996","Both Sexes","52","2770000",""
"United States of America","1996","Both Sexes","53","2937000",""
"United States of America","1996","Both Sexes","54","2608000",""
"United States of America","1996","Both Sexes","55","2407000",""
"United States of America","1996","Both Sexes","55 - 59","11363000","3,4"
"United States of America","1996","Both Sexes","56","2346000",""
"United States of America","1996","Both Sexes","57","2327000",""
"United States of America","1996","Both Sexes","58","2135000",""
"United States of America","1996","Both Sexes","59","2148000",""
"United States of America","1996","Both Sexes","60","2078000",""
"United States of America","1996","Both Sexes","60 - 64","9999000","3,4"
"United States of America","1996","Both Sexes","61","2061000",""
"United States of America","1996","Both Sexes","62","1921000",""
"United States of America","1996","Both Sexes","63","1942000",""
"United States of America","1996","Both Sexes","64","1997000",""
"United States of America","1996","Both Sexes","65","2044000",""
"United States of America","1996","Both Sexes","65 - 69","9892000","3,4"
"United States of America","1996","Both Sexes","66","2017000",""
"United States of America","1996","Both Sexes","67","1978000",""
"United States of America","1996","Both Sexes","68","1944000",""
"United States of America","1996","Both Sexes","69","1909000",""
"United States of America","1996","Both Sexes","70","1839000",""
"United States of America","1996","Both Sexes","70 - 74","8778000","3,4"
"United States of America","1996","Both Sexes","71","1827000",""
"United States of America","1996","Both Sexes","72","1780000",""
"United States of America","1996","Both Sexes","73","1664000",""
"United States of America","1996","Both Sexes","74","1668000",""
"United States of America","1996","Both Sexes","75","1603000",""
"United States of America","1996","Both Sexes","75 - 79","6872000","3,4"
"United States of America","1996","Both Sexes","76","1442000",""
"United States of America","1996","Both Sexes","77","1347000",""
"United States of America","1996","Both Sexes","78","1282000",""
"United States of America","1996","Both Sexes","79","1198000",""
"United States of America","1996","Both Sexes","80","1081000",""
"United States of America","1996","Both Sexes","80 - 84","4557000","3,4"
"United States of America","1996","Both Sexes","81","1003000",""
"United States of America","1996","Both Sexes","82","904000",""
"United States of America","1996","Both Sexes","83","838000",""
"United States of America","1996","Both Sexes","84","731000",""
"United States of America","1996","Both Sexes","85","617139",""
"United States of America","1996","Both Sexes","85 - 89","2394000",""
"United States of America","1996","Both Sexes","86","543794",""
"United States of America","1996","Both Sexes","87","474945",""
"United States of America","1996","Both Sexes","88","412809",""
"United States of America","1996","Both Sexes","89","345645",""
"United States of America","1996","Both Sexes","90","290992",""
"United States of America","1996","Both Sexes","90 - 94","1024000",""
"United States of America","1996","Both Sexes","90 - 99","1310000","3,4"
"United States of America","1996","Both Sexes","91","252553",""
"United States of America","1996","Both Sexes","92","201880",""
"United States of America","1996","Both Sexes","93","159317",""
"United States of America","1996","Both Sexes","94","119300",""
"United States of America","1996","Both Sexes","95","102324",""
"United States of America","1996","Both Sexes","95 - 99","286000",""
"United States of America","1996","Both Sexes","96","71690",""
"United States of America","1996","Both Sexes","97","49632",""
"United States of America","1996","Both Sexes","98","36177",""
"United States of America","1996","Both Sexes","99","26581",""
"United States of America","1996","Both Sexes","100 +","57000",""
"United States of America","1996","Both Sexes","Unknown","0",""
"United States of America","1996","Male","Total","129810000",""
"United States of America","1996","Male","0","1928000",""
"United States of America","1996","Male","1","1934000",""
"United States of America","1996","Male","1 - 4","7939000","3,4"
"United States of America","1996","Male","2","1961000",""
"United States of America","1996","Male","3","1990000",""
"United States of America","1996","Male","4","2054000",""
"United States of America","1996","Male","5","2072000",""
"United States of America","1996","Male","5 - 9","9954000","3,4"
"United States of America","1996","Male","6","2058000",""
"United States of America","1996","Male","7","1984000",""
"United States of America","1996","Male","8","1865000",""
"United States of America","1996","Male","9","1975000",""
"United States of America","1996","Male","10","1982000",""
"United States of America","1996","Male","10 - 14","9727000","3,4"
"United States of America","1996","Male","11","1946000",""
"United States of America","1996","Male","12","1887000",""
"United States of America","1996","Male","13","1947000",""
"United States of America","1996","Male","14","1965000",""
"United States of America","1996","Male","15","1948000",""
"United States of America","1996","Male","15 - 19","9620000","3,4"
"United States of America","1996","Male","16","1973000",""
"United States of America","1996","Male","17","1932000",""
"United States of America","1996","Male","18","1838000",""
"United States of America","1996","Male","19","1929000",""
"United States of America","1996","Male","20","1840000",""
"United States of America","1996","Male","20 - 24","9000000","3,4"
"United States of America","1996","Male","21","1827000",""
"United States of America","1996","Male","22","1730000",""
"United States of America","1996","Male","23","1738000",""
"United States of America","1996","Male","24","1865000",""
"United States of America","1996","Male","25","1963000",""
"United States of America","1996","Male","25 - 29","9539000","3,4"
"United States of America","1996","Male","26","1937000",""
"United States of America","1996","Male","27","1895000",""
"United States of America","1996","Male","28","1762000",""
"United States of America","1996","Male","29","1982000",""
"United States of America","1996","Male","30","1984000",""
"United States of America","1996","Male","30 - 34","10652000","3,4"
"United States of America","1996","Male","31","2055000",""
"United States of America","1996","Male","32","2140000",""
"United States of America","1996","Male","33","2166000",""
"United States of America","1996","Male","34","2307000",""
"United States of America","1996","Male","35","2288000",""
"United States of America","1996","Male","35 - 39","11258000","3,4"
"United States of America","1996","Male","36","2253000",""
"United States of America","1996","Male","37","2241000",""
"United States of America","1996","Male","38","2116000",""
"United States of America","1996","Male","39","2360000",""
"United States of America","1996","Male","40","2185000",""
"United States of America","1996","Male","40 - 44","10310000","3,4"
"United States of America","1996","Male","41","2114000",""
"United States of America","1996","Male","42","2046000",""
"United States of America","1996","Male","43","1958000",""
"United States of America","1996","Male","44","2007000",""
"United States of America","1996","Male","45","1864000",""
"United States of America","1996","Male","45 - 49","9061000","3,4"
"United States of America","1996","Male","46","1792000",""
"United States of America","1996","Male","47","1763000",""
"United States of America","1996","Male","48","1669000",""
"United States of America","1996","Male","49","1973000",""
"United States of America","1996","Male","50","1381000",""
"United States of America","1996","Male","50 - 54","6775000","3,4"
"United States of America","1996","Male","51","1359000",""
"United States of America","1996","Male","52","1346000",""
"United States of America","1996","Male","53","1427000",""
"United States of America","1996","Male","54","1262000",""
"United States of America","1996","Male","55","1159000",""
"United States of America","1996","Male","55 - 59","5454000","3,4"
"United States of America","1996","Male","56","1127000",""
"United States of America","1996","Male","57","1117000",""
"United States of America","1996","Male","58","1022000",""
"United States of America","1996","Male","59","1029000",""
"United States of America","1996","Male","60","980000",""
"United States of America","1996","Male","60 - 64","4710000","3,4"
"United States of America","1996","Male","61","978000",""
"United States of America","1996","Male","62","907000",""
"United States of America","1996","Male","63","916000",""
"United States of America","1996","Male","64","929000",""
"United States of America","1996","Male","65","944000",""
"United States of America","1996","Male","65 - 69","4508000","3,4"
"United States of America","1996","Male","66","933000",""
"United States of America","1996","Male","67","905000",""
"United States of America","1996","Male","68","879000",""
"United States of America","1996","Male","69","847000",""
"United States of America","1996","Male","70","811000",""
"United States of America","1996","Male","70 - 74","3817000","3,4"
"United States of America","1996","Male","71","800000",""
"United States of America","1996","Male","72","780000",""
"United States of America","1996","Male","73","715000",""
"United States of America","1996","Male","74","711000",""
"United States of America","1996","Male","75","679000",""
"United States of America","1996","Male","75 - 79","2820000","3,4"
"United States of America","1996","Male","76","603000",""
"United States of America","1996","Male","77","552000",""
"United States of America","1996","Male","78","512000",""
"United States of America","1996","Male","79","474000",""
"United States of America","1996","Male","80","415000",""
"United States of America","1996","Male","80 - 84","1666000","3,4"
"United States of America","1996","Male","81","376000",""
"United States of America","1996","Male","82","329000",""
"United States of America","1996","Male","83","295000",""
"United States of America","1996","Male","84","251000",""
"United States of America","1996","Male","85","202259",""
"United States of America","1996","Male","85 - 89","739000",""
"United States of America","1996","Male","86","172630",""
"United States of America","1996","Male","87","145593",""
"United States of America","1996","Male","88","121167",""
"United States of America","1996","Male","89","97450",""
"United States of America","1996","Male","90","78364",""
"United States of America","1996","Male","90 - 94","261000",""
"United States of America","1996","Male","90 - 99","321000","3,4"
"United States of America","1996","Male","91","65364",""
"United States of America","1996","Male","92","50447",""
"United States of America","1996","Male","93","38364",""
"United States of America","1996","Male","94","28023",""
"United States of America","1996","Male","95","22941",""
"United States of America","1996","Male","95 - 99","60000",""
"United States of America","1996","Male","96","15325",""
"United States of America","1996","Male","97","9946",""
"United States of America","1996","Male","98","6965",""
"United States of America","1996","Male","99","4948",""
"United States of America","1996","Male","100 +","10000",""
"United States of America","1996","Male","Unknown","0",""
"United States of America","1996","Female","Total","135474000",""
"United States of America","1996","Female","0","1841000",""
"United States of America","1996","Female","1","1850000",""
"United States of America","1996","Female","1 - 4","7576000","3,4"
"United States of America","1996","Female","2","1868000",""
"United States of America","1996","Female","3","1894000",""
"United States of America","1996","Female","4","1964000",""
"United States of America","1996","Female","5","1974000",""
"United States of America","1996","Female","5 - 9","9486000","3,4"
"United States of America","1996","Female","6","1962000",""
"United States of America","1996","Female","7","1892000",""
"United States of America","1996","Female","8","1780000",""
"United States of America","1996","Female","9","1878000",""
"United States of America","1996","Female","10","1880000",""
"United States of America","1996","Female","10 - 14","9254000","3,4"
"United States of America","1996","Female","11","1853000",""
"United States of America","1996","Female","12","1800000",""
"United States of America","1996","Female","13","1856000",""
"United States of America","1996","Female","14","1865000",""
"United States of America","1996","Female","15","1841000",""
"United States of America","1996","Female","15 - 19","9043000","3,4"
"United States of America","1996","Female","16","1849000",""
"United States of America","1996","Female","17","1798000",""
"United States of America","1996","Female","18","1732000",""
"United States of America","1996","Female","19","1823000",""
"United States of America","1996","Female","20","1731000",""
"United States of America","1996","Female","20 - 24","8562000","3,4"
"United States of America","1996","Female","21","1719000",""
"United States of America","1996","Female","22","1640000",""
"United States of America","1996","Female","23","1666000",""
"United States of America","1996","Female","24","1806000",""
"United States of America","1996","Female","25","1930000",""
"United States of America","1996","Female","25 - 29","9470000","3,4"
"United States of America","1996","Female","26","1923000",""
"United States of America","1996","Female","27","1878000",""
"United States of America","1996","Female","28","1759000",""
"United States of America","1996","Female","29","1980000",""
"United States of America","1996","Female","30","1996000",""
"United States of America","1996","Female","30 - 34","10709000","3,4"
"United States of America","1996","Female","31","2069000",""
"United States of America","1996","Female","32","2155000",""
"United States of America","1996","Female","33","2191000",""
"United States of America","1996","Female","34","2298000",""
"United States of America","1996","Female","35","2296000",""
"United States of America","1996","Female","35 - 39","11318000","3,4"
"United States of America","1996","Female","36","2265000",""
"United States of America","1996","Female","37","2260000",""
"United States of America","1996","Female","38","2139000",""
"United States of America","1996","Female","39","2358000",""
"United States of America","1996","Female","40","2217000",""
"United States of America","1996","Female","40 - 44","10507000","3,4"
"United States of America","1996","Female","41","2150000",""
"United States of America","1996","Female","42","2090000",""
"United States of America","1996","Female","43","2018000",""
"United States of America","1996","Female","44","2032000",""
"United States of America","1996","Female","45","1915000",""
"United States of America","1996","Female","45 - 49","9377000","3,4"
"United States of America","1996","Female","46","1849000",""
"United States of America","1996","Female","47","1837000",""
"United States of America","1996","Female","48","1744000",""
"United States of America","1996","Female","49","2032000",""
"United States of America","1996","Female","50","1449000",""
"United States of America","1996","Female","50 - 54","7158000","3,4"
"United States of America","1996","Female","51","1430000",""
"United States of America","1996","Female","52","1424000",""
"United States of America","1996","Female","53","1510000",""
"United States of America","1996","Female","54","1345000",""
"United States of America","1996","Female","55","1248000",""
"United States of America","1996","Female","55 - 59","5907000","3,4"
"United States of America","1996","Female","56","1218000",""
"United States of America","1996","Female","57","1210000",""
"United States of America","1996","Female","58","1112000",""
"United States of America","1996","Female","59","1119000",""
"United States of America","1996","Female","60","1098000",""
"United States of America","1996","Female","60 - 64","5288000","3,4"
"United States of America","1996","Female","61","1083000",""
"United States of America","1996","Female","62","1014000",""
"United States of America","1996","Female","63","1025000",""
"United States of America","1996","Female","64","1068000",""
"United States of America","1996","Female","65","1100000",""
"United States of America","1996","Female","65 - 69","5385000","3,4"
"United States of America","1996","Female","66","1084000",""
"United States of America","1996","Female","67","1073000",""
"United States of America","1996","Female","68","1066000",""
"United States of America","1996","Female","69","1062000",""
"United States of America","1996","Female","70","1028000",""
"United States of America","1996","Female","70 - 74","4960000","3,4"
"United States of America","1996","Female","71","1027000",""
"United States of America","1996","Female","72","1000000",""
"United States of America","1996","Female","73","949000",""
"United States of America","1996","Female","74","956000",""
"United States of America","1996","Female","75","924000",""
"United States of America","1996","Female","75 - 79","4052000","3,4"
"United States of America","1996","Female","76","839000",""
"United States of America","1996","Female","77","795000",""
"United States of America","1996","Female","78","770000",""
"United States of America","1996","Female","79","724000",""
"United States of America","1996","Female","80","666000",""
"United States of America","1996","Female","80 - 84","2893000","3,4"
"United States of America","1996","Female","81","627000",""
"United States of America","1996","Female","82","575000",""
"United States of America","1996","Female","83","545000",""
"United States of America","1996","Female","84","480000",""
"United States of America","1996","Female","85","414880",""
"United States of America","1996","Female","85 - 89","1656000",""
"United States of America","1996","Female","86","371164",""
"United States of America","1996","Female","87","329352",""
"United States of America","1996","Female","88","291642",""
"United States of America","1996","Female","89","248195",""
"United States of America","1996","Female","90","212628",""
"United States of America","1996","Female","90 - 94","763000",""
"United States of America","1996","Female","90 - 99","989000","3,4"
"United States of America","1996","Female","91","187189",""
"United States of America","1996","Female","92","151433",""
"United States of America","1996","Female","93","120953",""
"United States of America","1996","Female","94","91277",""
"United States of America","1996","Female","95","79383",""
"United States of America","1996","Female","95 - 99","226000",""
"United States of America","1996","Female","96","56365",""
"United States of America","1996","Female","97","39686",""
"United States of America","1996","Female","98","29212",""
"United States of America","1996","Female","99","21633",""
"United States of America","1996","Female","100 +","47000",""
"United States of America","1996","Female","Unknown","0",""
"United States of America","1995","Both Sexes","Total","262755270",""
"United States of America","1995","Both Sexes","0","3848106",""
"United States of America","1995","Both Sexes","1","3840245",""
"United States of America","1995","Both Sexes","1 - 4","15743042",""
"United States of America","1995","Both Sexes","2","3881965",""
"United States of America","1995","Both Sexes","3","3964680",""
"United States of America","1995","Both Sexes","4","4056152",""
"United States of America","1995","Both Sexes","5","4039403",""
"United States of America","1995","Both Sexes","5 - 9","19219956",""
"United States of America","1995","Both Sexes","6","3888158",""
"United States of America","1995","Both Sexes","7","3809755",""
"United States of America","1995","Both Sexes","8","3616123",""
"United States of America","1995","Both Sexes","9","3866517",""
"United States of America","1995","Both Sexes","10","3869405",""
"United States of America","1995","Both Sexes","10 - 14","18914532",""
"United States of America","1995","Both Sexes","11","3704626",""
"United States of America","1995","Both Sexes","12","3778280",""
"United States of America","1995","Both Sexes","13","3811450",""
"United States of America","1995","Both Sexes","14","3750771",""
"United States of America","1995","Both Sexes","15","3789891",""
"United States of America","1995","Both Sexes","15 - 19","18064517",""
"United States of America","1995","Both Sexes","16","3626949",""
"United States of America","1995","Both Sexes","17","3597476",""
"United States of America","1995","Both Sexes","18","3506048",""
"United States of America","1995","Both Sexes","19","3544153",""
"United States of America","1995","Both Sexes","20","3563979",""
"United States of America","1995","Both Sexes","20 - 24","17882118",""
"United States of America","1995","Both Sexes","21","3417997",""
"United States of America","1995","Both Sexes","22","3401923",""
"United States of America","1995","Both Sexes","23","3574710",""
"United States of America","1995","Both Sexes","24","3923509",""
"United States of America","1995","Both Sexes","25","3878196",""
"United States of America","1995","Both Sexes","25 - 29","19005343",""
"United States of America","1995","Both Sexes","26","3749079",""
"United States of America","1995","Both Sexes","27","3718513",""
"United States of America","1995","Both Sexes","28","3594258",""
"United States of America","1995","Both Sexes","29","4065297",""
"United States of America","1995","Both Sexes","30","4210446",""
"United States of America","1995","Both Sexes","30 - 34","21867796",""
"United States of America","1995","Both Sexes","31","4270072",""
"United States of America","1995","Both Sexes","32","4358415",""
"United States of America","1995","Both Sexes","33","4426733",""
"United States of America","1995","Both Sexes","34","4602130",""
"United States of America","1995","Both Sexes","35","4593573",""
"United States of America","1995","Both Sexes","35 - 39","22248914",""
"United States of America","1995","Both Sexes","36","4431735",""
"United States of America","1995","Both Sexes","37","4489751",""
"United States of America","1995","Both Sexes","38","4219761",""
"United States of America","1995","Both Sexes","39","4514094",""
"United States of America","1995","Both Sexes","40","4342521",""
"United States of America","1995","Both Sexes","40 - 44","20218805",""
"United States of America","1995","Both Sexes","41","4131147",""
"United States of America","1995","Both Sexes","42","4004449",""
"United States of America","1995","Both Sexes","43","3883769",""
"United States of America","1995","Both Sexes","44","3856919",""
"United States of America","1995","Both Sexes","45","3740555",""
"United States of America","1995","Both Sexes","45 - 49","17448898",""
"United States of America","1995","Both Sexes","46","3557459",""
"United States of America","1995","Both Sexes","47","3585871",""
"United States of America","1995","Both Sexes","48","3657835",""
"United States of America","1995","Both Sexes","49","2907178",""
"United States of America","1995","Both Sexes","50","2890067",""
"United States of America","1995","Both Sexes","50 - 54","13629862",""
"United States of America","1995","Both Sexes","51","2782002",""
"United States of America","1995","Both Sexes","52","2913857",""
"United States of America","1995","Both Sexes","53","2567818",""
"United States of America","1995","Both Sexes","54","2476118",""
"United States of America","1995","Both Sexes","55","2311945",""
"United States of America","1995","Both Sexes","55 - 59","11084606",""
"United States of America","1995","Both Sexes","56","2315584",""
"United States of America","1995","Both Sexes","57","2290678",""
"United States of America","1995","Both Sexes","58","2028932",""
"United States of America","1995","Both Sexes","59","2137467",""
"United States of America","1995","Both Sexes","60","2110967",""
"United States of America","1995","Both Sexes","60 - 64","10046478",""
"United States of America","1995","Both Sexes","61","1934448",""
"United States of America","1995","Both Sexes","62","1938708",""
"United States of America","1995","Both Sexes","63","1967627",""
"United States of America","1995","Both Sexes","64","2094728",""
"United States of America","1995","Both Sexes","65","2067038",""
"United States of America","1995","Both Sexes","65 - 69","9927958",""
"United States of America","1995","Both Sexes","66","2010309",""
"United States of America","1995","Both Sexes","67","2040759",""
"United States of America","1995","Both Sexes","68","1912845",""
"United States of America","1995","Both Sexes","69","1897007",""
"United States of America","1995","Both Sexes","70","1883779",""
"United States of America","1995","Both Sexes","70 - 74","8831205",""
"United States of America","1995","Both Sexes","71","1821873",""
"United States of America","1995","Both Sexes","72","1762042",""
"United States of America","1995","Both Sexes","73","1711734",""
"United States of America","1995","Both Sexes","74","1651777",""
"United States of America","1995","Both Sexes","75","1512316",""
"United States of America","1995","Both Sexes","75 - 79","6681247",""
"United States of America","1995","Both Sexes","76","1404515",""
"United States of America","1995","Both Sexes","77","1311684",""
"United States of America","1995","Both Sexes","78","1264026",""
"United States of America","1995","Both Sexes","79","1188706",""
"United States of America","1995","Both Sexes","80","1076422",""
"United States of America","1995","Both Sexes","80 - 84","4463733",""
"United States of America","1995","Both Sexes","81","976277",""
"United States of America","1995","Both Sexes","82","894828",""
"United States of America","1995","Both Sexes","83","801195",""
"United States of America","1995","Both Sexes","84","715011",""
"United States of America","1995","Both Sexes","85","601767",""
"United States of America","1995","Both Sexes","85 - 89","2320502",""
"United States of America","1995","Both Sexes","86","529734",""
"United States of America","1995","Both Sexes","87","464168",""
"United States of America","1995","Both Sexes","88","391821",""
"United States of America","1995","Both Sexes","89","333012",""
"United States of America","1995","Both Sexes","90","292648",""
"United States of America","1995","Both Sexes","90 - 99","1254210",""
"United States of America","1995","Both Sexes","91","237278",""
"United States of America","1995","Both Sexes","92","190055",""
"United States of America","1995","Both Sexes","93","144762",""
"United States of America","1995","Both Sexes","94","126057",""
"United States of America","1995","Both Sexes","95","90160",""
"United States of America","1995","Both Sexes","96","63616",""
"United States of America","1995","Both Sexes","97","47483",""
"United States of America","1995","Both Sexes","98","35780",""
"United States of America","1995","Both Sexes","99","26371",""
"United States of America","1995","Both Sexes","100 +","53442",""
"United States of America","1995","Both Sexes","Unknown","0",""
"United States of America","1995","Male","Total","128313798",""
"United States of America","1995","Male","0","1969872",""
"United States of America","1995","Male","1","1964430",""
"United States of America","1995","Male","1 - 4","8055333",""
"United States of America","1995","Male","2","1989624",""
"United States of America","1995","Male","3","2026039",""
"United States of America","1995","Male","4","2075240",""
"United States of America","1995","Male","5","2069154",""
"United States of America","1995","Male","5 - 9","9843300",""
"United States of America","1995","Male","6","1990707",""
"United States of America","1995","Male","7","1949101",""
"United States of America","1995","Male","8","1851135",""
"United States of America","1995","Male","9","1983203",""
"United States of America","1995","Male","10","1984925",""
"United States of America","1995","Male","10 - 14","9685241",""
"United States of America","1995","Male","11","1897016",""
"United States of America","1995","Male","12","1932418",""
"United States of America","1995","Male","13","1948799",""
"United States of America","1995","Male","14","1922083",""
"United States of America","1995","Male","15","1943643",""
"United States of America","1995","Male","15 - 19","9265025",""
"United States of America","1995","Male","16","1865893",""
"United States of America","1995","Male","17","1853387",""
"United States of America","1995","Male","18","1794095",""
"United States of America","1995","Male","19","1808007",""
"United States of America","1995","Male","20","1821047",""
"United States of America","1995","Male","20 - 24","9087045",""
"United States of America","1995","Male","21","1744916",""
"United States of America","1995","Male","22","1731019",""
"United States of America","1995","Male","23","1812040",""
"United States of America","1995","Male","24","1978023",""
"United States of America","1995","Male","25","1952842",""
"United States of America","1995","Male","25 - 29","9529765",""
"United States of America","1995","Male","26","1879661",""
"United States of America","1995","Male","27","1865762",""
"United States of America","1995","Male","28","1796795",""
"United States of America","1995","Male","29","2034705",""
"United States of America","1995","Male","30","2099880",""
"United States of America","1995","Male","30 - 34","10902150",""
"United States of America","1995","Male","31","2128717",""
"United States of America","1995","Male","32","2171904",""
"United States of America","1995","Male","33","2200739",""
"United States of America","1995","Male","34","2300910",""
"United States of America","1995","Male","35","2292596",""
"United States of America","1995","Male","35 - 39","11071207",""
"United States of America","1995","Male","36","2203423",""
"United States of America","1995","Male","37","2232750",""
"United States of America","1995","Male","38","2094849",""
"United States of America","1995","Male","39","2247589",""
"United States of America","1995","Male","40","2154173",""
